PropertyReferenceID,Name,Address,PostcodeZip,Telephone,Fax,Resort,ResortID,Region,RegionID,Country,PropertyType,Rating,Latitude,Longitude
428,Hotel Continental Ischia,Via Michele Mazzella 70,80077,+39 081 3336111,+39 081 3336276,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73084,13.94419
429,Hotel & Spa Continental Mare,Via B. Cossa  25,80077,+39 081 982577,+39 081 992505,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.74533,13.93203
430,Hotel Floridiana Terme,"Corso Vittoria Colonna, 153",80077,+39 081 991014,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.74133,13.94892
431,Hotel La Villarosa,"Via Giacinto Gigante, 5",80077,+39 081 991533,+39 081 992425,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.74118,13.94649
433,Hotel Mare Blu Terme,"Via Pontano, 36",80077,+39 081982555,,Ischia,14,Ischia Island,67,Italy,Hotel,5,40.73572,13.95554
434,Hotel Miramare e Castello,"Via Pontano, 5",80077,+39 081991333,+39 081984572,Ischia,14,Ischia Island,67,Italy,Hotel,5,40.73509,13.95608
435,Hotel Parco Aurora Terme,"Via F. d'Avalos, 17",80077,+39 081 982022,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.74215,13.95197
436,Hotel Pineta,"Via Antonio Sogliuzzo, 55",80077,+39 081 991230,,Ischia,14,Ischia Island,67,Italy,Hotel,3,40.73555,13.95207
437,Hotel Royal Terme,"Via Morgioni, 1/3",80077,+39 081 992022,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73993,13.94217
438,Hotel San Giovanni Terme,"Via F. Sogliuzzo, 7",80077,+39 081 991122,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73848,13.9514
439,Hotel San Valentino Terme,"Via Leonardo Mazzella, 98",80077,+39 081 982088,+39 081 982670,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73377,13.94915
440,Hermitage Resort & Thermal SPA,"Via Leonardo Mazzella, 80",80077,+39 081 984242,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73393,13.94988
441,Hotel Terme Oriente,"Via delle Terme, 5-11",80070,+39 081 991306,+39 081 991306,Ischia,14,Ischia Island,67,Italy,Hotel,3,40.74222,13.94511
442,Hotel Ulisse,"Via Champault, 9",80077,+39 081991737,,Ischia,14,Ischia Island,67,Italy,Hotel,3,40.73862,13.95414
444,Hotel Villa Maria,"Piazza Antica Reggia, 16",80077,+39 081 992117,+39 081 981298,Ischia,14,Ischia Island,67,Italy,Hotel,3,40.7427,13.94298
446,Hotel & Spa Il Moresco,"Via E. Gianturco,16",80077,+39 081 981355,,Ischia,14,Ischia Island,67,Italy,Hotel,5,40.74085,13.9528
448,Relais Corte Degli Aragonesi,"Corso Vittoria Colonna, 118",80077,+39 081 4972254,,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.73988,13.95088
450,Strand Hotel Delfini Terme,"Via Nuova Cartaromana, 68",80077,+39 081 981341,+39 081 993508,Ischia,14,Ischia Island,67,Italy,Hotel,4,40.72614,13.95912
457,Le Nereidi Hotel Residence & Conference Center,"Via Don Vico, 9",07024,+39 0789 722026,+39 0789 720205,La Maddalena Island,197,Olbia & Vicinity,6,Italy,Hotel Residence,3,41.21348,9.39192
462,Albergo La Reginella Resort & SPA,"Corso Angelo Rizzoli, 154-158",80076,+39 081 994300,,Lacco Ameno,28,Ischia Island,67,Italy,Hotel,4,40.75365,13.88489
464,Villa Svizzera Hotel & Thermal SPA,"Via Litoranea, 1",80076,+39 081 994263,+39 081 994744,Lacco Ameno,28,Ischia Island,67,Italy,Hotel,4,40.75191,13.89216
465,Regina Isabella - Resort SPA Restaurant,"Piazza Santa Restituta, 1",80076,+39 081 994322,+39 081 900190,Lacco Ameno,28,Ischia Island,67,Italy,Hotel,5,40.75439,13.88534
468,San Montano Resort & Spa,"Via Nuova Montevico, 26",80076,+39 081 994033,,Lacco Ameno,28,Ischia Island,67,Italy,Hotel,5,40.75618,13.88231
469,Hotel La Canna,Via Rosa 43,98050,+39 090 9889956,,Filicudi Island,16,Sicily,3,Italy,Hotel,3,38.56224,14.57822
472,Botania Relais & Spa,"Via Provinciale Lacco, 284",80075,+39 081 997978,,Forio,31,Ischia Island,67,Italy,Hotel,5,40.75296,13.87941
484,Hotel Ideal,"Via Giovanni Mazzella, 146",80075,+39 081 988050,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.72829,13.8608
488,Iris Hotel,"Via Cava di Spinavola, 50",80075,+39 081 3332001,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.74201,13.87138
495,Hotel Lord Byron,"Via Giovanni Castellaccio, 21",80075,+39 081 997518,,Forio,31,Ischia Island,67,Italy,Hotel,4,40.7361,13.86481
511,Hotel Punta Imperatore,"Via G.Mazzella, 18",80075,+39 081 907140,+39 081 907266,Forio,31,Ischia Island,67,Italy,Hotel,4,40.72212,13.86159
514,Hotel San Lorenzo Thermal Spa,"S.S. n. 2370, Km 23.800",80076,+39 081 994115,+39 081 994115,Forio,31,Ischia Island,67,Italy,Hotel,4,40.7532,13.88036
535,Hotel Terme Royal Palm,"Via Giovanni Mazzella, 184",80075,+39 081 907366,,Forio,31,Ischia Island,67,Italy,Hotel,4,40.72508,13.86146
536,Hotel Tritone Resort & Spa,"Via Tommaso Cigliano, 34",80075,+39 081987471,+39 081987664,Forio,31,Ischia Island,67,Italy,Hotel,4,40.74915,13.86854
537,Hotel Terme Villa Angela,"Via Provinciale Panza, 150",80075,+39 081 997648,+39 081 988061,Forio,31,Ischia Island,67,Italy,Hotel,3,40.72549,13.86435
538,Parco Hotel Terme Villa Teresa,"Via Provinciale Panza, 150",80075,+39 081 907126,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.72335,13.86503
539,Hotel Terme Zi Carmela,"Via Mons. Filippo Schioppa, 27",80075,+39 081 997243,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.73772,13.861
540,Hotel Villa Carolina,"Via Marina, 50/55",80075,+39 081997119,,Forio,31,Ischia Island,67,Italy,Hotel,4,40.73763,13.85862
541,Hotel Villa Franca,"S.S. n. 270, Km 183",80075,+39 081 987420,,Forio,31,Ischia Island,67,Italy,Hotel,3,40.74705,13.87278
545,Park Hotel Terme Mediterraneo,"Via Provinciale Panza, 253",80075,+39 081 907365,,Forio,31,Ischia Island,67,Italy,Hotel,4,40.71792,13.86535
548,Residence San Domenico,"Via Bocca, 118",80075,+39 081997240,+39 081987742,Forio,31,Ischia Island,67,Italy,Residence,0,40.72529,13.869
552,Sorriso Thermae Resort & SPA,"Via Provinciale Panza, 309",80075,+39 081 907227,+39 081 907290,Forio,31,Ischia Island,67,Italy,Hotel,4,40.72075,13.8652
561,Casa Raffaele Conforti,"Via Casa Mannini, 10",84010,+39 089 852492,+39 089 8541865,Maiori,167,Amalfi Coast,310,Italy,B&B,0,40.64929,14.64221
565,Hotel Botanico San Lazzaro,"Via Lazzaro, 25",84010,+39 089 877750,+39 089 877490,Maiori,167,Amalfi Coast,310,Italy,Hotel,5,40.64827,14.64488
566,Hotel Miramare,"Via Nuova Chiunzi, 5",84010,+39 089 877225,+39 089 8541865,Maiori,167,Amalfi Coast,310,Italy,Hotel,4,40.64848,14.64251
573,Grand Hotel di Lecce,"Via Oronzo Quarta, 28",73100,+39 0832 309405,,Lecce City,51,Salento,77,Italy,Hotel,4,40.34663,18.16676
577,Tenuta Centoporte Resort Hotel,Via Vecchia Otranto Giurdignano,73020,+39 0836 801986,+39 0836 802084,Otranto,79,Salento,77,Italy,Masseria,4,40.13996,18.46219
583,Costa del Salento Village Hotel,Via dei Tulipani,73059,+39 0832 351321,+39 0832 228794,Salve,104,Salento,77,Italy,Villaggio,4,39.85448,18.18518
586,Le Ville Del Saracino,"SP91, 49, 73050 Lido Marini LE",73050,+39 0833 1821540,+39 0833 1821538,Salve,104,Salento,77,Italy,Residence,0,39.85112,18.19367
588,Villette a Linosa,Pozzolana di Levante,92010,+39 0922 971750,+39 0922 371226,Linosa Island,266,Sicily,3,Italy,Appartamento,0,35.8646,12.86877
592,Residence NerOssidiana,Lungomare Acquacalda,98055,+39 345 2792960,+39 095 7121887,Lipari Island,3,Sicily,3,Italy,Residence,0,38.51936,14.94198
593,Case Vacanze Sant'Anna Apartments,Via S. Anna 86,98050,+39 090 9811009,+39 090 9815890,Lipari Island,3,Sicily,3,Italy,Case Vacanza,0,38.46153,14.95487
595,Gattopardo Park Hotel,Via Diana,98055,+39 090 9811035,+39 090 9880207,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.4661,14.95117
596,Hotel À Pinnata,Baia Pignataro,98055,+39 090 9811697,+39 090 9814782,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.47871,14.96431
597,Aktea Resort,Via Falcone e Borsellino,98055,+39 090 9814234,+39 090 9814261,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.47273,14.95246
598,Hotel Amarea,Via Cesare Battisti,98055,+39 090 9813281,+39 090 9813933,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.48785,14.96418
599,Hotel Bougainville,Via Balestrieri,98055,+39 090 9812757,+39 090 9226703,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.47548,14.95194
600,Hotel Carasco,Porto delle Genti,98055,+39 0909811605,+39 0909811828,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.45881,14.95715
601,Hotel Corallo Lipari,Via G. Marconi,98055,+39 090 9811035,+39 090 9880207,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.46606,14.95096
602,Hotel Cutimare,Via Mazzini,98050,+39 090 9821088,+39 090 9821039,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.51887,14.94256
603,Hotel Giardino Sul Mare,"Via Maddalena, 65",98055,+39 090 9811004,+39 090 9880150,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.46207,14.95632
605,La Settima Luna Hotel,"Via Cesare Battisti, 118",98055,+39 0909880350,,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.49023,14.96194
606,La Zagara Hotel,Via T. Aurora,98055,+39 090 9811064,+39 090 9811269,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.48795,14.9578
607,Hotel Mea,Via Falcone Borsellino,98055,+39 090 9812077,+39 090 9813881,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.47324,14.95139
609,Hotel Residence Baia Portinenti,Via Porto delle Genti,98055,+39 090 9814232,+39 090 9814628,Lipari Island,3,Sicily,3,Italy,Residence,4,38.46108,14.95526
611,Hotel Residence Mendolita,Via G. Rizzo,98055,+39 090 9812374,+39 090 9812374,Lipari Island,3,Sicily,3,Italy,Hotel Residence,4,38.46324,14.95302
612,Hotel Rocce Azzurre,Via Maddalena 69,98055,+39 090 9813248,+39 090 9813247,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.46113,14.95632
613,Hotel Tritone,Via Mendolita,98055,+39 090 9811595,+39 090 9811595,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.46171,14.95223
614,Hotel Villa Cutè,"Via Zinzolo, 12",98055,+39 0909813453,+39 0909814834,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.46812,14.94787
615,Albergo Villa Diana,"Via Edwin Hunzicher, 1",98055,+39 090 9811403,+39 090 9811403,Lipari Island,3,Sicily,3,Italy,Hotel,3,38.46552,14.94987
616,Hotel Villa Enrica,Via Serra 11,98055,+39 090 9880826,+39 090 9815863,Lipari Island,3,Sicily,3,Italy,Hotel,4,38.4771,14.95288
618,Residence Acanto,"Via Malta, 20",98055,+39 0909817062,+39 0909815883,Lipari Island,3,Sicily,3,Italy,Residence,4,38.46845,14.95521
620,Residence Alberghiero Eolie,Via Vittorio Emanuele 101,98055,+39 090 9817047/3314629580,,Lipari Island,3,Sicily,3,Italy,Hotel Residence,4,38.46658,14.95454
621,Residence La Villetta,"Via Calandra, 1",98055,+39 090 9813000,+39 090 9814377,Lipari Island,3,Sicily,3,Italy,Residence,4,38.4944,14.95995
623,Residence Oltremare,S.P 180,98055,+39 090 9880567,+39 090 9811269,Lipari Island,3,Sicily,3,Italy,Residence,0,38.49025,14.96161
625,Hotel Club San Diego,Acquafredda di Maratea,85044,+39 0973 878004,+39 0973 878227,Maratea,246,Basilicata,407,Italy,Hotel,3,40.03119,15.67422
627,Hotel Murmann,"Via Fiumicello, 2",85046,+39 0973 873195,+39 0973 873185,Maratea,246,Basilicata,407,Italy,Hotel,4,39.99555,15.70301
628,Hotel Borgo La Tana,"Via dell'Amicizia, 22",85046,+39 0973 871720,+39 0973 871770,Maratea,246,Basilicata,407,Italy,Hotel,3,39.93642,15.76455
629,Hotel Villa Cheta Elite,"Via Canonica, 48",85046,+39 0973 878134,+39 0973 878135,Maratea,246,Basilicata,407,Italy,Hotel,4,40.03178,15.67555
632,Marettimo Residence,"Via Telegrafo, 3",91023,+39 0923 923202,+39 0923 923386,Marettimo Island,232,Sicily,3,Italy,Hotel Residence,0,37.96535,12.07393
633,Grand Hotel Terme Margherita di Savoia,Piazza Libertà n. 1,76016,+39 0883 656888,+39 0883 655107,Margherita di Savoia,22,Central Apulia,76,Italy,Hotel,4,41.37607,16.15078
634,Hotel America,"Via Bolivar, 84",84059,+39 0974 932131,+39 02700525642,Camerota,238,Cilento,72,Italy,Hotel,4,40.00254,15.37257
642,Best Western Hotel Imperiale,Via Pietro Nenni,75020,+39 0835 5369 00,+39 0835 5365 05,Nova Siri,244,Basilicata,407,Italy,Hotel,4,40.13004,16.6396
646,Baia del Sole Hotel,"Lungomare Andrea Doria, 190",97010,+39 0932 239844,+39 0932 239844,Marina di Ragusa,796,Sicily,3,Italy,Hotel,3,36.78131,14.5671
647,La Moresca Maison de Charme,Via Dandolo 63,97010,+39 0932 239495,,Marina di Ragusa,796,Sicily,3,Italy,Hotel,4,36.78484,14.55559
648,Poggio del Sole Hotel,"S.P. 25 Ragusa Km 5,7",97100,+39 0932 668521,+39 0932 667288,Marina di Ragusa,796,Sicily,3,Italy,Hotel,4,36.86942,14.65769
650,Hotel Montecallini,Via Prov. Patù S.Gregorio,73053,+39 0833 767850,+39 0833 767851,Patu,86,Salento,77,Italy,Hotel,4,39.81841,18.31293
653,Hotel Scoglio del Leone,Via Marina di Zambrone,89868,+39 0963 394877,+39 0963 394942,Zambrone,157,Calabria Tirrenian Sea,405,Italy,Hotel Club,4,38.71148,15.97494
654,Hotel Admeto,"Via Palinuro ,3",91022,+39 0924 46796,+39 0924 941055,Castelvetrano - Selinunte,101,Sicily,3,Italy,Hotel,4,37.583,12.8406
655,Hotel Alceste,"Via Alceste, 21",91022,+39 0924 46184,+39 0924 46143,Castelvetrano - Selinunte,101,Sicily,3,Italy,Hotel,3,37.58351,12.84081
657,Baglio Cudia Resort,"Contrada Spagnola, 381",91025,+39 0923 745460,+39 0923 745460,Marsala,108,Sicily,3,Italy,Hotel,3,37.83804,12.47156
658,Baglio Oneto dei Principi di San Lorenzo - Luxury Wine Resort,"Contrada Baronazzo Amafi, 8",91025,+39 0923 746222,,Marsala,108,Sicily,3,Italy,Hotel,5,37.85402,12.52449
660,Delfino Beach Hotel,"Via Lungomare Mediterraneo, 672",91025,+39 0923 751072,+39 0923 751076,Marsala,108,Sicily,3,Italy,Hotel,4,37.75431,12.46996
661,Hotel Carmine,"Piazza Carmine, 16",91025,+39 0923711907,+39 0923717574,Marsala,108,Sicily,3,Italy,Hotel,3,37.79959683,12.43153989
663,Grand Hotel dei Cavalieri,Contrada Vento,74020,+39 099 9716210,+39 099 9716210,Maruggio,123,Salento,77,Italy,Hotel,4,40.30377,17.55022
676,Viola Palace Hotel,"Via Antonello da Messina, 90",98049,+39 090334042,+39 090336607,Villafranca Tirrena,394,Sicily,3,Italy,Hotel,4,38.24403,15.44894
677,Cassisi Hotel,"Via Cassisi, 5",98057,+39 090 9229099,+39 090 9242102,Milazzo,43,Sicily,3,Italy,Hotel,4,38.22025,15.24152
679,Hotel Milazzo,Via Acqueviole,98057,+39 090 9224061,+39 090 9224061,Milazzo,43,Sicily,3,Italy,Hotel,4,38.20873,15.25218
680,Hotel Garibaldi,"Lungomare Garibaldi, 160",98057,+39 0909240189,+39 0909240196,Milazzo,43,Sicily,3,Italy,Hotel,3,38.22952,15.24648
683,Hotel Santa Lucia,"Via Strada Nuova, 44",84010,+39 089 877142,+39 089 853636,Minori,160,Amalfi Coast,310,Italy,Hotel,4,40.65022,14.62596
684,Villa Romana Hotel & Spa,"Corso Vittorio Emanuele, 90",84010,+39 089 877237,+39 089 877302,Minori,160,Amalfi Coast,310,Italy,Hotel,4,40.65164,14.62659
686,Hotel Borgo Don Chisciotte,C.da Bugilfezza - SS 115,97015,+39 0932 454800,+39 0932 456323,Modica,68,Sicily,3,Italy,Hotel,4,36.81505,14.81007
687,Modica Palace Hotel,"Polo Commerciale Via Maestri del Lavoro,1",97015,+39 0932 456033,+39 0932 454120,Modica,68,Sicily,3,Italy,Hotel,4,36.83002,14.7649
689,Hotel Principe d'Aragona,C.so Umberto I 281,97015,+ 39 0932 756041,+ 39 0932 756027,Modica,68,Sicily,3,Italy,Hotel,4,36.86528,14.75784
690,Torre Don Virgilio Country Hotel,SS Rocciola Scrofani 260,97015,+39 0932 909116,+39 0932 909302,Modica,68,Sicily,3,Italy,Hotel,4,36.86759,14.85392
696,Palace Hotel San Michele,Via Madonna degli Angeli,71037,+39 0884 565653,+39 0884 565737,Monte Sant'Angelo,20,Gargano,75,Italy,Hotel,4,41.70763,15.94945
701,Nicotera Beach Village,Loc. Mortelletto,89844,+39 0963 880020,,Nicotera,164,Calabria Tirrenian Sea,405,Italy,Villaggio,4,38.52075,15.92835
704,Hotel Noto Marina & SPA,"Viale Lido di Noto, 6",96017,+39 0931 812190,+39 0931 820023,Noto,265,Sicily,3,Italy,Hotel,3,36.85873,15.11687
705,Centro Turistico Akiris Hotel,Contrada Laccata Sn,75020,+39 0835 537111,+39 0835 537841,Nova Siri,244,Basilicata,407,Italy,Hotel,4,40.13423,16.65984
706,Centro Turistico Akiris,Contrada Laccata Sn,75020,+39 0835 537111,+39 0835 537841,Nova Siri,244,Basilicata,407,Italy,Residence,4,40.13423,16.65983
709,Club Hotel Marina Beach,Via del Mare,08028,+39 0784 999900,+39 0784 98518,Orosei,180,Olbia & Vicinity,6,Italy,Hotel,4,40.37257,9.71935
712,Hotel Maria Rosaria,"VIa Grazia Deledda, 15",08028,+39 0784 98657,+39 0784 98596,Orosei,180,Olbia & Vicinity,6,Italy,Hotel,4,40.37607,9.69625
713,I Giardini di Cala Ginepro Hotel Resort,"Località Cala Ginepro, 76",08028,+39 0784 91048,+39 0784 91222,Orosei,180,Olbia & Vicinity,6,Italy,Villaggio,4,40.44765,9.78744
714,Residence Club Gli Ontani,"Via Sos Alinos, 1",08028,+39 078491392,,Orosei,180,Olbia & Vicinity,6,Italy,Residence,0,40.43953,9.76468
717,Villa Quaranta Tommasi Wine Hotel & Spa,"Via Ospedaletto, 57",37026,+39 045 6767300,+39 045 6767301,Pescantina,298,Veneto,8973,Italy,Hotel,4,45.50533,10.84394
720,Baia dei Turchi Resort,"Via Fontanelle, 80",73028,+39 0836 805643,+39 0836 805645,Otranto,79,Salento,77,Italy,Hotel,4,40.1774,18.46349
722,Hotel degli Haethey,"Via A. Sforza, 33",73028,+39 0836801548,+39 0836801576,Otranto,79,Salento,77,Italy,Hotel,4,40.1536,18.48686
724,Koinè Hotel Club,Via Alimini - Litoranea Alimini Otranto,73028,+39 0836 802409,+39 0836 802245,Otranto,79,Salento,77,Italy,Villaggio,4,40.16636,18.46839
727,Leano Agriresort,Contrada Leano,94015,+39 09351808008,,Piazza Armerina,305,Sicily,3,Italy,Agriturismo,0,37.36493,14.3944
730,Casale Cilento,"Via Licinella, 165",84047,+39 0828 811462,+39 0828 811462,Paestum,211,Cilento,72,Italy,Appartamento,0,40.40401,15.00119
733,Paestum Inn Beach Resort,"Via Litoranea Linora, 76",84047,+39 0828 1990000,,Paestum,211,Cilento,72,Italy,Hotel,4,40.38943,15.0016
736,Mec Paestum Hotel,"Via Tiziano Vecellio, 23",84063,+39 0828 722444,+39 0828 722305,Paestum,211,Cilento,72,Italy,Hotel,5,40.4032,14.9993
737,Hotel Cerere,"Via Laura di Mare, 15",84047,+39 0828851751,+39 0828851133,Paestum,211,Cilento,72,Italy,Hotel,4,40.44916,14.97498
738,Savoy Beach Hotel & Beach Club 93,"Via Poseidonia, 41",84063,+39 0828 720100,+39 0828 720807,Paestum,211,Cilento,72,Italy,Hotel,4,40.42925,14.98497
742,LH Porto Rafael Altura Resort,Loc. Monte Altura,07020,+39 07891730738,,Palau,196,Olbia & Vicinity,6,Italy,Hotel,4,41.18022,9.36858
743,Residence Palau Green Village,Loc. Vecchio Marino,07020,+39 0789 771036,,Palau,196,Olbia & Vicinity,6,Italy,Residence,0,41.17809,9.39286
744,Hotel Palau,Via Tirso,07020,+39 0789 708468,+39 0789 709817,Palau,196,Olbia & Vicinity,6,Italy,Hotel,4,41.17627,9.37718
745,Artemisia Palace Hotel,"Via Roma, 499",90139,+39 091 7790874,+39 091 8430415,Palermo,135,Sicily,3,Italy,Hotel,4,38.12504,13.35889
748,ibis Styles Palermo Cristal,"Via Roma, 477/A",90139,+39 091 5070649,+39 091 5070655,Palermo,135,Sicily,3,Italy,Hotel,4,38.12446,13.3595
750,Rocco Forte Hotel Villa Igiea,"Salita Belmonte, 43",90142,+39 091 6312111,+39 091 547654,Palermo,135,Sicily,3,Italy,Hotel,5,38.14519,13.36993
751,Casena Dei Colli - Sure Hotel Collection By Best Western,"Via Villa Rosato, 20/22",90146,+39 091 6889771,+39 091 6889779,Palermo,135,Sicily,3,Italy,Hotel,4,38.16026,13.33153
753,Mercure Palermo Centro,"Via Mariano Stabile, 112",90139,+39 0913 249 11,+39 0916 1168 22,Palermo,135,Sicily,3,Italy,Hotel,4,38.12393,13.36042
755,Hotel Plaza Opéra,"Via Nicolò Gallo, 2",90139,+39 0913819026,+39 0913819026,Palermo,135,Sicily,3,Italy,Hotel,4,38.12602,13.35642
756,Hotel Posta,"Via Gagini, 77",90133,+39 091 587338,+39 091 587347,Palermo,135,Sicily,3,Italy,Hotel,3,38.12075,13.36194
757,Hotel Principe di Villafranca,"Via Giuseppina Turrisi Colonna, 4",90141,+39 091 6118523,+39 091 588705,Palermo,135,Sicily,3,Italy,Hotel,4,38.12662,13.35057
758,Hotel Tonic,"Via Mariano Stabile, 126",90139,+39 091581754,+39 091585560,Palermo,135,Sicily,3,Italy,Hotel,3,38.12345,13.35907
760,Massimo Plaza Hotel,"Via Maqueda, 437",90133,+39 091 325657,+39 091 325711,Palermo,135,Sicily,3,Italy,Hotel,4,38.1203,13.35861
763,Best Western Hotel La Conchiglia,"Via Indipendenza, 52",84051,+39 0974 931018,+39 0974 931030,Palinuro,738,Cilento,72,Italy,Hotel,4,40.03628,15.28823
766,Hotel Saline,Via Saline,84064,+39 0974931112,+39 0974931243,Palinuro,738,Cilento,72,Italy,Hotel,4,40.04851,15.28543
768,Residence Vigna Del Mare,"Via Saline, 10",84064,+39 0974 931527,+39 0974 931038,Palinuro,738,Cilento,72,Italy,Residence,0,40.04576,15.28771
772,B&B da Luca,Via Iditella snc,98050,+39 333 6753547,+39 090 983086,Panarea Island,4,Sicily,3,Italy,B&B,0,38.64105,15.07321
776,Hotel La Piazza,Via S. Pietro,98050,+39 090 983154,+39 090 983649,Panarea Island,4,Sicily,3,Italy,Hotel,4,38.63596,15.07707
777,Hotel Lisca Bianca,"Via Lani, 1",98050,+39 090 983004/5,+39 090983291,Panarea Island,4,Sicily,3,Italy,Hotel,4,38.63735,15.07685
781,Quartara Boutique Hotel,"Via San Pietro, 15",98050,+39 090983027,+39 090983621,Panarea Island,4,Sicily,3,Italy,Hotel,4,38.6382,15.07581
785,Dammusi Al-Qubba Wellness & Resort,Via Madonna della Margana,91017,+39 349 3154621,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.824,11.96694
786,Dammusi Elegance,"C.so Umberto I, 42",91017,+39 0923 916307,+39 0923 918059,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.8306,11.94406
787,Relais Euterpini,"Strada Perimetrale, 122",91017,+39 0923918070,+39 0923917114,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.79219,11.94224
788,Dammusi I Jardina,"SP  Km 2,4 Località Karuscia",91017,+39 0923 913627,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.832,11.97121
789,Dammusi La Kuddia,"Via Conitro Alto, 18",91017,+39 0923 911694,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.79703,12.03517
791,Dammusi Meuccio,C.da Mursia,91017,+39 349 6065189,,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.82909,11.94355
792,Dammusi Panteschi,"Piazza Messina, 2",91017,+39 0923 913283,+39 0923 696231,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.83091,11.94088
793,Dammusi Sciuvechi Resort,"Via Sotto Coste di Sciuvechi, 18",91017,+39 338 9707429,+39 0923 916174,Pantelleria Island,230,Sicily,3,Italy,Dammuso,0,36.78002,11.95922
794,Agriturismo Zibibbodoro,C.da Penna,91017,+39 0923 916552/Marica: +39 348 9756711,,Pantelleria Island,230,Sicily,3,Italy,Agriturismo,0,36.77535,11.96559
796,Hotel Cossyra,"Loc. Mursia, 20",91017,+39 0923 911217,,Pantelleria Island,230,Sicily,3,Italy,Hotel,3,36.81627869,11.92795783
